IndiGo,Jet Airways,Multiple carriers,SpiceJet,others,Chennai,Delhi,Delhi,Kolkata,Kolkata,Mumbai,Cochin,Delhi,Delhi,Hyderabad,Kolkata,Kolkata,New Delhi,Route 1,Route 2,Route 3,Route 4,Route 5,Total_Stops,journey_day,journey_month,dep_time_hour,dep_time_min,arrival_time_hour,arrival_time_min,Duration_hours,Duration_mins,Price
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,4,1,20,30,12,0,15,30,7893
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,24,5,17,0,19,45,2,45,7171
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,5,14,0,21,0,7,0,13727
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,27,6,18,5,21,10,3,5,5201
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,5,11,40,19,15,7,35,9001
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,5,13,0,15,50,2,50,3943
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,7,5,21,0,13,55,10546
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,18,5,19,15,19,0,23,45,15554
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,4,6,10,8,55,2,45,5228
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,24,6,9,0,19,15,10,15,9404
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,3,9,10,19,15,10,5,8601
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,5,9,9,45,22,30,12,45,8888
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,10,4,0,24,3,16,0,18,35,2,35,5088
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,5,9,10,10,13,0,2,50,3943
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,21,50,12,35,14,45,12373
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,4,9,6,0,13,20,7,20,8323
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,27,6,13,25,12,35,23,10,15339
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,5,6,17,45,20,5,2,20,11982
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,18,3,10,4,1,5,12,15,55,21,25,5,30,8844
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,22,50,12,35,13,45,10262
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,6,6,13,15,15,35,2,20,3597
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,24,3,10,20,11,50,1,30,5678
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,21,5,22,5,0,25,2,20,5277
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,27,6,7,10,10,5,2,55,4823
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,19,5,4,2,3,3,8,35,21,20,12,45,8049
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,15,5,17,45,20,5,2,20,3543
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,18,15,19,0,24,45,10262
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,33,20,4,1,3,6,1,5,15,19,15,38,0,10703
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,6,12,5,10,10,5,4,55,6496
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,21,5,6,30,18,15,11,45,10844
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,3,7,5,18,50,11,45,12032
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,18,4,6,0,9,10,3,10,6741
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,5,9,4,0,6,50,2,50,3943
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,24,5,6,55,9,30,2,35,3841
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,3,19,0,1,35,6,35,15288
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,18,3,21,5,22,25,1,20,2050
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,24,3,7,5,9,20,2,15,4842
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,21,3,19,10,18,50,23,40,6643
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,3,3,5,5,10,5,5,0,9581
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,15,5,21,25,0,5,2,40,4804
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,21,3,8,0,7,40,23,40,7832
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,12,7,5,19,15,12,10,11667
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,27,6,8,35,16,10,7,35,6442
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,24,5,23,5,4,25,29,20,15129
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,3,11,10,14,5,2,55,4544
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,15,5,20,0,9,20,13,20,9663
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,3,16,0,4,25,12,25,14714
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,27,5,6,20,7,40,1,20,3100
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,6,16,30,20,45,28,15,9663
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,21,3,6,40,12,0,5,20,5761
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,5,9,21,5,22,25,1,20,3100
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,6,12,16,30,23,35,7,5,13626
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,24,3,19,35,21,5,1,30,5678
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,6,12,18,55,18,15,23,20,8529
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,5,9,5,10,8,0,2,50,5201
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,21,5,9,35,21,5,11,30,14151
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,5,3,11,10,13,55,2,45,4483
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,4,6,22,15,0,50,2,35,4174
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,4,4,5,4,2,18,5,5,30,12,35,7,5,15544
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,27,5,21,5,0,20,3,15,5601
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,3,1,30,4,15,2,45,3419
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,27,4,7,55,22,25,14,30,6451
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,6,3,4,2,5,12,9,25,13,45,28,20,12592
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,24,6,21,5,23,55,2,50,6961
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,6,12,17,10,19,40,2,30,4174
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,3,6,30,16,20,9,50,8824
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,28,6,10,4,1,15,5,15,45,22,5,6,20,7947
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,6,14,0,21,0,7,0,13587
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,15,6,6,55,9,30,2,35,3841
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,21,6,21,25,0,5,2,40,4804
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,9,20,0,4,40,8,40,8586
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,3,1,20,25,23,5,2,40,4778
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,16,4,5,4,2,6,1,15,5,1,30,10,25,18275
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,6,1,5,15,7,40,2,25,3540
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,27,6,8,35,22,30,13,55,6442
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,27,6,20,45,23,20,2,35,4145
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,6,9,14,25,16,55,2,30,5644
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,5,3,14,25,16,55,2,30,5224
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,3,17,30,18,50,25,20,5963
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,6,0,19,0,13,0,11264
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,3,14,10,19,20,5,10,10188
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,18,5,20,0,9,20,13,20,10844
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,7,10,4,1,15,3,13,40,18,35,4,55,7166
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,12,22,55,9,30,10,35,13817
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,18,15,12,35,18,20,12373
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,18,3,11,40,19,10,7,30,14815
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,12,11,30,12,35,25,5,10262
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,6,8,0,19,0,11,0,10262
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,6,9,17,40,8,15,14,35,7468
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,5,9,7,5,8,30,1,25,8040
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,24,6,23,5,19,0,19,55,12819
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,3,6,14,40,17,5,2,25,7295
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,27,5,15,15,18,10,2,55,7229
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,15,6,16,45,22,25,5,40,6853
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,5,21,10,9,20,12,10,9663
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,4,1,6,30,18,15,11,45,7064
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,9,0,19,15,10,15,8372
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,6,3,13,15,14,45,1,30,1965
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,24,3,7,10,18,45,11,35,16932
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,18,6,22,20,0,40,2,20,3841
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,24,4,5,4,2,6,12,11,40,19,0,7,20,15812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,10,4,1,3,3,6,55,13,20,6,25,10924
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,27,5,14,10,17,10,3,0,6934
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,8,0,19,0,11,0,10262
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,13,55,4,25,14,30,13843
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,5,6,40,19,0,12,20,9315
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,5,6,0,19,15,13,15,8266
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,3,21,10,8,10,11,0,14231
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,18,4,20,55,23,40,2,45,5048
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,17,30,19,0,25,30,10262
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,3,9,0,21,0,12,0,12537
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,6,13,0,4,25,15,25,10262
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,4,3,7,5,8,30,1,25,8040
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,18,3,10,4,1,5,6,11,15,18,30,7,15,9736
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,5,6,4,40,7,15,2,35,4804
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,12,16,55,9,30,16,35,13817
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,21,5,7,45,10,40,2,55,5048
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,4,1,10,20,11,50,1,30,8040
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,12,8,30,19,15,10,45,7354
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,3,6,14,35,22,20,7,45,7563
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,3,10,45,15,30,4,45,7725
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,8,45,21,0,12,15,7740
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,0,3,4,2,6,12,10,0,5,25,19,25,13532
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,3,1,14,20,16,55,2,35,6565
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,12,16,30,19,50,27,20,10844
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,18,4,22,20,0,40,2,20,3841
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,3,8,30,19,0,10,30,11200
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,23,3,4,2,4,1,9,25,10,30,25,5,12009
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,5,8,0,19,15,11,15,8372
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,7,4,5,4,2,15,6,6,50,7,40,24,50,13591
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,11,10,4,1,3,6,20,55,16,45,19,50,12395
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,3,1,8,20,10,35,2,15,7298
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,28,6,10,4,1,3,3,7,20,12,30,5,10,12214
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,15,5,17,0,22,5,29,5,14151
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,4,5,4,2,6,1,17,15,19,15,26,0,12970
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,1,14,5,23,35,9,30,14781
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,6,6,17,0,19,35,2,35,4878
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,5,3,8,20,10,35,2,15,3597
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,6,7,35,23,30,15,55,6810
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,5,1,7,5,9,20,2,15,3687
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,28,6,10,4,1,21,3,17,20,9,25,16,5,6482
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,11,10,4,1,3,6,17,0,16,50,23,50,19595
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,15,6,15,10,20,0,4,50,6147
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,5,6,17,0,9,45,16,45,10953
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,24,4,22,20,0,40,2,20,3873
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,6,14,5,5,5,15,0,14815
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,4,55,19,0,14,5,10678
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,9,15,5,4,25,13,20,14053
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,12,9,35,22,5,12,30,10539
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,18,3,14,5,21,20,7,15,16946
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,3,3,14,30,17,35,3,5,7673
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,10,4,0,24,3,13,20,16,10,2,50,4441
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,4,11,10,14,5,2,55,4544
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,24,4,15,30,18,5,2,35,4804
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,4,1,9,0,12,35,27,35,5406
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,4,3,6,20,7,40,1,20,3100
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,27,6,23,5,19,0,19,55,11150
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,6,16,55,19,55,3,0,4823
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,5,3,5,45,7,15,1,30,1965
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,24,6,21,50,12,35,14,45,10262
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,6,6,7,35,16,10,8,35,6674
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,9,0,4,25,19,25,15764
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,4,1,20,0,22,35,26,35,7064
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,14,0,19,0,5,0,10262
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,28,3,10,4,1,5,1,8,10,13,0,4,50,5069
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,11,40,19,0,7,20,11789
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,6,3,4,2,5,1,10,0,13,45,27,45,15164
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,6,6,14,10,17,10,3,0,6094
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,21,4,9,30,12,20,2,50,4885
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,21,6,11,10,13,55,2,45,3383
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,3,17,0,1,35,8,35,6673
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,27,4,7,10,10,10,3,0,4544
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,4,5,4,2,21,3,10,45,18,50,8,5,8367
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,6,3,11,40,14,30,2,50,3898
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,6,9,14,5,22,35,8,30,10844
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,3,2,15,13,20,11,5,12327
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,32,6,10,4,1,21,3,8,45,13,15,4,30,6356
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,5,21,5,23,55,2,50,5228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,24,6,4,2,18,3,6,45,16,30,33,45,10835
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,21,6,4,0,6,50,2,50,3943
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,18,15,19,0,24,45,14714
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,20,7,3,4,2,5,6,5,50,12,0,30,10,11883
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,12,20,20,23,25,27,5,8610
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,15,5,7,10,22,30,15,20,6513
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,5,2,15,4,25,26,10,12898
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,12,4,5,4,2,6,1,22,0,19,15,21,15,10861
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,21,6,19,5,20,35,1,30,4049
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,18,3,11,40,5,5,17,25,13555
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,2,15,19,0,16,45,16079
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,3,6,5,35,8,50,3,15,7673
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,3,8,55,19,15,10,20,10161
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,12,2,15,12,35,10,20,10262
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,5,3,6,55,9,30,2,35,3873
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,6,3,21,10,0,5,2,55,3311
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,9,16,0,1,35,9,35,13611
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,3,6,12,0,19,15,7,15,11858
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,10,20,19,15,8,55,9316
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,1,7,10,10,5,2,55,4823
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,12,20,0,10,5,14,5,13941
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,27,5,9,40,4,25,18,45,13029
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,4,12,6,55,9,30,2,35,3873
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,12,1,30,4,15,2,45,4591
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,11,10,4,1,3,6,8,45,22,55,14,10,12395
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,21,3,2,30,4,0,1,30,3603
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,5,1,15,30,18,5,2,35,4804
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,21,5,18,25,21,20,2,55,4823
